program_started : 1563834679017741 : 8538
circBuffer.txt not found!
Starting with clean buffers
sent_message : 1563835466558546 : 10.0.85.35
sent_message : 1563835466972097 : 10.0.85.35
sent_message : 1563835498870712 : 10.0.85.36
sent_message : 1563835499228402 : 10.0.85.36
sent_message : 1563835499798349 : 10.0.85.36
sent_message : 1563835500301192 : 10.0.85.36
sent_message : 1563835500742225 : 10.0.85.36
sent_message : 1563835501111059 : 10.0.85.36
sent_message : 1563835502250544 : 10.0.85.36
sent_message : 1563835502617995 : 10.0.85.36
received_accepted_message : 1563835495432974 : 10.0.85.37
generated_message : 1563835532624230
sent_message : 1563835534152722 : 10.0.85.37
sent_message : 1563835534641223 : 10.0.85.37
sent_message : 1563835535068991 : 10.0.85.37
sent_message : 1563835535896826 : 10.0.85.37
sent_message : 1563835536264757 : 10.0.85.37
sent_message : 1563835536961774 : 10.0.85.37
sent_message : 1563835537469473 : 10.0.85.37
sent_message : 1563835537910944 : 10.0.85.37
received_rejected_message : 1563835502690556 : 10.0.85.37
received_rejected_message : 1563835538350768 : 10.0.85.37
received_rejected_message : 1563835538368120 : 10.0.85.37
received_accepted_message : 1563835538379018 : 10.0.85.37
received_rejected_message : 1563835539607255 : 10.0.85.36
received_rejected_message : 1563835540501570 : 10.0.85.36
received_accepted_message : 1563835541381373 : 10.0.85.36
received_rejected_message : 1563835542261887 : 10.0.85.36
received_accepted_message : 1563835542638650 : 10.0.85.36
received_rejected_message : 1563835543251558 : 10.0.85.36
received_accepted_message : 1563835551911977 : 10.0.85.35
received_rejected_message : 1563835552154927 : 10.0.85.35
received_rejected_message : 1563835552395604 : 10.0.85.35
received_rejected_message : 1563835552617509 : 10.0.85.35
received_accepted_message : 1563835553038513 : 10.0.85.35
received_accepted_message : 1563835553258190 : 10.0.85.35
generated_message : 1563835568349193
sent_message : 1563835587994403 : 10.0.85.35
sent_message : 1563835588702122 : 10.0.85.35
sent_message : 1563835589150870 : 10.0.85.35
sent_message : 1563835589584866 : 10.0.85.35
sent_message : 1563835589990243 : 10.0.85.35
sent_message : 1563835590423916 : 10.0.85.35
generated_message : 1563835621993441
sent_message : 1563835627631726 : 10.0.85.36
sent_message : 1563835628152088 : 10.0.85.36
sent_message : 1563835628515668 : 10.0.85.36
sent_message : 1563835628941953 : 10.0.85.36
sent_message : 1563835630363252 : 10.0.85.36
sent_message : 1563835630819141 : 10.0.85.36
sent_message : 1563835631249924 : 10.0.85.36
sent_message : 1563835631670095 : 10.0.85.36
received_accepted_message : 1563835613285151 : 10.0.85.37
generated_message : 1563835661685326
sent_message : 1563835668989770 : 10.0.85.37
sent_message : 1563835670197825 : 10.0.85.37
sent_message : 1563835670657372 : 10.0.85.37
sent_message : 1563835671102834 : 10.0.85.37
sent_message : 1563835671524057 : 10.0.85.37
sent_message : 1563835671958517 : 10.0.85.37
sent_message : 1563835672426321 : 10.0.85.37
sent_message : 1563835673049987 : 10.0.85.37
received_rejected_message : 1563835631692729 : 10.0.85.37
received_accepted_message : 1563835673074379 : 10.0.85.36
received_rejected_message : 1563835673087806 : 10.0.85.37
received_rejected_message : 1563835673091579 : 10.0.85.36
received_rejected_message : 1563835673093492 : 10.0.85.37
received_rejected_message : 1563835673094034 : 10.0.85.36
received_rejected_message : 1563835673094693 : 10.0.85.37
received_rejected_message : 1563835673106497 : 10.0.85.36
received_accepted_message : 1563835673107919 : 10.0.85.37
received_accepted_message : 1563835673109257 : 10.0.85.36
received_rejected_message : 1563835673110550 : 10.0.85.36
received_accepted_message : 1563835673112234 : 10.0.85.36
received_rejected_message : 1563835677419847 : 10.0.85.35
received_rejected_message : 1563835677687253 : 10.0.85.35
received_rejected_message : 1563835677893827 : 10.0.85.35
received_rejected_message : 1563835678344844 : 10.0.85.35
received_rejected_message : 1563835678559229 : 10.0.85.35
received_accepted_message : 1563835678781802 : 10.0.85.35
received_accepted_message : 1563835679134600 : 10.0.85.35
generated_message : 1563835703085324
sent_message : 1563835732413897 : 10.0.85.35
sent_message : 1563835732898732 : 10.0.85.35
sent_message : 1563835733270951 : 10.0.85.35
sent_message : 1563835733718232 : 10.0.85.35
sent_message : 1563835734108133 : 10.0.85.35
sent_message : 1563835734640861 : 10.0.85.35
sent_message : 1563835735182502 : 10.0.85.35
sent_message : 1563835735625221 : 10.0.85.35
sent_message : 1563835765561477 : 10.0.85.36
sent_message : 1563835766015020 : 10.0.85.36
sent_message : 1563835766843761 : 10.0.85.36
sent_message : 1563835767244087 : 10.0.85.36
sent_message : 1563835768659371 : 10.0.85.36
sent_message : 1563835769112163 : 10.0.85.36
received_accepted_message : 1563835738723516 : 10.0.85.37
generated_message : 1563835799140239
sent_message : 1563835809128199 : 10.0.85.37
sent_message : 1563835809615103 : 10.0.85.37
sent_message : 1563835810380306 : 10.0.85.37
sent_message : 1563835810748090 : 10.0.85.37
sent_message : 1563835811118650 : 10.0.85.37
sent_message : 1563835811675622 : 10.0.85.37
sent_message : 1563835812211020 : 10.0.85.37
received_rejected_message : 1563835769170379 : 10.0.85.37
received_rejected_message : 1563835812669051 : 10.0.85.37
received_rejected_message : 1563835812672482 : 10.0.85.37
received_rejected_message : 1563835812680378 : 10.0.85.37
received_accepted_message : 1563835812685045 : 10.0.85.37
received_accepted_message : 1563835814979487 : 10.0.85.36
received_rejected_message : 1563835815910313 : 10.0.85.36
received_rejected_message : 1563835816393957 : 10.0.85.36
received_rejected_message : 1563835816793228 : 10.0.85.36
received_rejected_message : 1563835817560733 : 10.0.85.36
received_accepted_message : 1563835818357009 : 10.0.85.36
received_rejected_message : 1563835818939835 : 10.0.85.36
received_accepted_message : 1563835819431604 : 10.0.85.36
received_accepted_message : 1563835821907040 : 10.0.85.35
received_rejected_message : 1563835822152741 : 10.0.85.35
received_rejected_message : 1563835822680087 : 10.0.85.35
received_rejected_message : 1563835822992663 : 10.0.85.35
received_rejected_message : 1563835823209263 : 10.0.85.35
received_accepted_message : 1563835823415900 : 10.0.85.35
generated_message : 1563835842652897
sent_message : 1563835872063054 : 10.0.85.35
sent_message : 1563835872522570 : 10.0.85.35
sent_message : 1563835873004581 : 10.0.85.35
sent_message : 1563835873773616 : 10.0.85.35
sent_message : 1563835874409112 : 10.0.85.35
sent_message : 1563835874957170 : 10.0.85.35
sent_message : 1563835875499570 : 10.0.85.35
received_accepted_message : 1563835871111975 : 10.0.85.37
generated_message : 1563835906400657
sent_message : 1563835918708125 : 10.0.85.36
sent_message : 1563835919130854 : 10.0.85.36
sent_message : 1563835919565342 : 10.0.85.36
sent_message : 1563835920316999 : 10.0.85.36
sent_message : 1563835923077203 : 10.0.85.36
sent_message : 1563835923724629 : 10.0.85.36
sent_message : 1563835924331691 : 10.0.85.36
sent_message : 1563835924740462 : 10.0.85.36
received_rejected_message : 1563835876418446 : 10.0.85.37
received_rejected_message : 1563835924753050 : 10.0.85.37
generated_message : 1563835954760443
sent_message : 1563835968955238 : 10.0.85.37
sent_message : 1563835969773793 : 10.0.85.37
sent_message : 1563835970174689 : 10.0.85.37
sent_message : 1563835970615700 : 10.0.85.37
sent_message : 1563835971004986 : 10.0.85.37
sent_message : 1563835971646531 : 10.0.85.37
sent_message : 1563835972286871 : 10.0.85.37
sent_message : 1563835973729306 : 10.0.85.37
received_rejected_message : 1563835924764240 : 10.0.85.37
received_accepted_message : 1563835973807186 : 10.0.85.37
received_rejected_message : 1563835973829369 : 10.0.85.37
received_accepted_message : 1563835978521425 : 10.0.85.35
received_rejected_message : 1563835979061740 : 10.0.85.35
received_rejected_message : 1563835979451971 : 10.0.85.35
received_rejected_message : 1563835979911969 : 10.0.85.35
received_rejected_message : 1563835980943457 : 10.0.85.36
received_rejected_message : 1563835981153094 : 10.0.85.35
received_accepted_message : 1563835981242937 : 10.0.85.36
received_rejected_message : 1563835982004300 : 10.0.85.36
received_accepted_message : 1563835982283912 : 10.0.85.35
received_rejected_message : 1563835982601433 : 10.0.85.36
received_rejected_message : 1563835982879096 : 10.0.85.36
received_rejected_message : 1563835983151511 : 10.0.85.36
received_accepted_message : 1563835983425284 : 10.0.85.36
received_rejected_message : 1563835983810218 : 10.0.85.36
received_accepted_message : 1563835984331246 : 10.0.85.36
received_rejected_message : 1563835984707726 : 10.0.85.35
received_rejected_message : 1563835984853861 : 10.0.85.36
received_accepted_message : 1563835985267523 : 10.0.85.35
generated_message : 1563836003749973
sent_message : 1563836032703373 : 10.0.85.35
sent_message : 1563836032953565 : 10.0.85.35
sent_message : 1563836033333432 : 10.0.85.35
sent_message : 1563836033624936 : 10.0.85.35
sent_message : 1563836033897739 : 10.0.85.35
sent_message : 1563836034327479 : 10.0.85.35
sent_message : 1563836034757631 : 10.0.85.35
sent_message : 1563836035054641 : 10.0.85.35
sent_message : 1563836079052738 : 10.0.85.36
sent_message : 1563836079521998 : 10.0.85.36
sent_message : 1563836080386988 : 10.0.85.36
sent_message : 1563836081674662 : 10.0.85.36
sent_message : 1563836082787507 : 10.0.85.36
sent_message : 1563836084033004 : 10.0.85.36
received_rejected_message : 1563836023984085 : 10.0.85.37
received_accepted_message : 1563836084050337 : 10.0.85.37
generated_message : 1563836114041197
sent_message : 1563836132679672 : 10.0.85.37
sent_message : 1563836133775456 : 10.0.85.37
sent_message : 1563836134223952 : 10.0.85.37
sent_message : 1563836134653401 : 10.0.85.37
sent_message : 1563836135008914 : 10.0.85.37
sent_message : 1563836135367176 : 10.0.85.37
sent_message : 1563836135752570 : 10.0.85.37
sent_message : 1563836136108735 : 10.0.85.37
received_rejected_message : 1563836084084255 : 10.0.85.37
received_accepted_message : 1563836136754612 : 10.0.85.37
received_rejected_message : 1563836136768493 : 10.0.85.37
received_accepted_message : 1563836136799337 : 10.0.85.37
received_accepted_message : 1563836151762235 : 10.0.85.36
received_rejected_message : 1563836152384733 : 10.0.85.36
received_rejected_message : 1563836152765624 : 10.0.85.36
received_accepted_message : 1563836153064597 : 10.0.85.36
received_rejected_message : 1563836153348576 : 10.0.85.36
received_accepted_message : 1563836153596765 : 10.0.85.36
